,method,test
0,"    public static String convertToString(final Collection collection, final String separator) {
        return StringUtils.join(collection, separator);
    }","  public void test0()  throws Throwable  {
      LinkedList<String> linkedList0 = new LinkedList<String>();
      linkedList0.add("""");
      String string0 = CollectionExtractor.convertToString((Collection) linkedList0, ""Qz5Q])J(\"""", """");
}"
1,"    public static String extractToString(final Collection collection, final String propertyName,
                                         final String separator) {
        List list = extractToList(collection, propertyName);
        return StringUtils.join(list, separator);
    }","  public void test1()  throws Throwable  {
      LinkedList<Object> linkedList0 = new LinkedList<Object>();
      String string0 = CollectionExtractor.extractToString(linkedList0, ""hJ"", """");
}"
2,"    public static String convertToString(final Collection collection, final String separator) {
        return StringUtils.join(collection, separator);
    }","  public void test2()  throws Throwable  {
      LinkedList<String> linkedList0 = new LinkedList<String>();
      linkedList0.add("""");
      String string0 = CollectionExtractor.convertToString((Collection) linkedList0, """");
}"
3,"    public static String convertToString(final Collection collection, final String separator) {
        return StringUtils.join(collection, separator);
    }","  public void test3()  throws Throwable  {
      LinkedList<Object> linkedList0 = new LinkedList<Object>();
      String string0 = CollectionExtractor.convertToString((Collection) linkedList0, ""s7uleJlM-8$]FeY"");
}"
4,"    public static String extractToString(final Collection collection, final String propertyName,
                                         final String separator) {
        List list = extractToList(collection, propertyName);
        return StringUtils.join(list, separator);
    }","  public void test4()  throws Throwable  {
      LinkedList<Object> linkedList0 = new LinkedList<Object>();
      Object object0 = new Object();
      linkedList0.add(object0);
      List<Object> list0 = linkedList0.subList(1, 1);
      linkedList0.pop();
      // Undeclared exception!
      try { 
        CollectionExtractor.extractToString(list0, ""org.springside.modules.web.CollectionExtractor"", ""hCT/%s6{>cQQhRRU$z8"");
        fail(""Expecting exception: ConcurrentModificationException"");
      } catch(ConcurrentModificationException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.SubList"", e);
      }
  }"
5,"    public static String extractToString(final Collection collection, final String propertyName,
                                         final String separator) {
        List list = extractToList(collection, propertyName);
        return StringUtils.join(list, separator);
    }","  public void test5()  throws Throwable  {
      LinkedList<Object> linkedList0 = new LinkedList<Object>();
      LinkedList<Object> linkedList1 = new LinkedList<Object>();
      linkedList1.add((Object) linkedList0);
      linkedList0.add((Object) linkedList1);
      // Undeclared exception!
      try { 
        CollectionExtractor.extractToString(linkedList1, "":\""Bl=_w_Cs#pf22"", (String) null);
        fail(""Expecting exception: StackOverflowError"");
      } catch(StackOverflowError e) {
         //
         // no message in exception (getMessage() returned null)
         //
      }
  }"
6,"    public static String extractToString(final Collection collection, final String propertyName,
                                         final String separator) {
        List list = extractToList(collection, propertyName);
        return StringUtils.join(list, separator);
    }","  public void test6()  throws Throwable  {
      LinkedList<Object> linkedList0 = new LinkedList<Object>();
      Object object0 = new Object();
      linkedList0.add(object0);
      // Undeclared exception!
      try { 
        CollectionExtractor.extractToString(linkedList0, (String) null, ""set"");
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // fieldName can't be blank
         //
         verifyException(""org.apache.commons.lang3.Validate"", e);
      }
  }"
7,"    public static Map extractToMap(final Collection collection, final String keyPropertyName,
                                   final String valuePropertyName) {
        Map map = new HashMap(collection.size());

        try {
            for (Object obj : collection) {
                map.put(ReflectionUtil.getProperty(obj, keyPropertyName),
                        ReflectionUtil.getProperty(obj, valuePropertyName));
            }
        } catch (Exception e) {
            throw ReflectionUtil.convertReflectionExceptionToUnchecked(e);
        }

        return map;
    }","  public void test7()  throws Throwable  {
      LinkedList<Object> linkedList0 = new LinkedList<Object>();
      linkedList0.add((Object) ""Y:9~( Q%d,VEYN7JTN"");
      List<Object> list0 = linkedList0.subList(0, 0);
      linkedList0.retainAll(list0);
      // Undeclared exception!
      try { 
        CollectionExtractor.extractToMap(list0, ""org.springside.modules.web.CollectionExtractor"", ""org.springside.modules.web.CollectionExtractor"");
        fail(""Expecting exception: ConcurrentModificationException"");
      } catch(ConcurrentModificationException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.SubList"", e);
      }
  }"
8,"    public static Map extractToMap(final Collection collection, final String keyPropertyName,
                                   final String valuePropertyName) {
        Map map = new HashMap(collection.size());

        try {
            for (Object obj : collection) {
                map.put(ReflectionUtil.getProperty(obj, keyPropertyName),
                        ReflectionUtil.getProperty(obj, valuePropertyName));
            }
        } catch (Exception e) {
            throw ReflectionUtil.convertReflectionExceptionToUnchecked(e);
        }

        return map;
    }","  public void test8()  throws Throwable  {
      LinkedList<Object> linkedList0 = new LinkedList<Object>();
      List<Object> list0 = linkedList0.subList(0, 0);
      linkedList0.add((Object) list0);
      // Undeclared exception!
      try { 
        CollectionExtractor.extractToMap(linkedList0, ""j6"", ""j6"");
        fail(""Expecting exception: ConcurrentModificationException"");
      } catch(ConcurrentModificationException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.SubList"", e);
      }
  }"
9,"    public static Map extractToMap(final Collection collection, final String keyPropertyName,
                                   final String valuePropertyName) {
        Map map = new HashMap(collection.size());

        try {
            for (Object obj : collection) {
                map.put(ReflectionUtil.getProperty(obj, keyPropertyName),
                        ReflectionUtil.getProperty(obj, valuePropertyName));
            }
        } catch (Exception e) {
            throw ReflectionUtil.convertReflectionExceptionToUnchecked(e);
        }

        return map;
    }","  public void test9()  throws Throwable  {
      // Undeclared exception!
      try { 
        CollectionExtractor.extractToMap((Collection) null, ""u?&i/|v8y"", """");
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.springside.modules.web.CollectionExtractor"", e);
      }
  }"
