,method,test
0,"    public int update(Connection conn, String sql) throws SQLException {
        return this.update(conn, false, sql, (Object[]) null);
    }","  public void test0()  throws Throwable  {
      ParameterMetaData parameterMetaData0 = mock(ParameterMetaData.class, new ViolatedAssumptionAnswer());
      doReturn(13).when(parameterMetaData0).getParameterCount();
      PreparedStatement preparedStatement0 = mock(PreparedStatement.class, new ViolatedAssumptionAnswer());
      doReturn(parameterMetaData0).when(preparedStatement0).getParameterMetaData();
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn(preparedStatement0).when(connection0).prepareStatement(anyString());
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource0).getConnection();
      QueryRunner queryRunner0 = new QueryRunner(dataSource0);
      Connection connection1 = queryRunner0.prepareConnection();
      try { 
        queryRunner0.update(connection1, "", javaType="");
        fail(""Expecting exception: SQLException"");
      } catch(SQLException e) {
         //
         // Wrong number of parameters: expected 13, was given 0 Query: , javaType= Parameters: []
         //
         verifyException(""org.apache.commons.dbutils.AbstractQueryRunner"", e);
      }
  }"
1,"    public <T> T query(Connection conn, String sql, Object param, ResultSetHandler<T> rsh) throws SQLException {
        return this.<T>query(conn, false, sql, rsh, new Object[]{param});
    }","  public void test1()  throws Throwable  {
      PreparedStatement preparedStatement0 = mock(PreparedStatement.class, new ViolatedAssumptionAnswer());
      doReturn((ResultSet) null).when(preparedStatement0).executeQuery();
      doReturn((ParameterMetaData) null).when(preparedStatement0).getParameterMetaData();
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn(preparedStatement0).when(connection0).prepareStatement(anyString());
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource0).getConnection();
      Integer integer0 = new Integer(0);
      StatementConfiguration statementConfiguration0 = new StatementConfiguration((Integer) null, (Integer) null, integer0, integer0, (Integer) null);
      QueryRunner queryRunner0 = new QueryRunner(dataSource0, statementConfiguration0);
      Class<String> class0 = String.class;
      BeanHandler<String> beanHandler0 = new BeanHandler<String>(class0);
      // Undeclared exception!
      try { 
        queryRunner0.query(""org.apache.commons.dbutils.QueryRunner"", (Object) statementConfiguration0, (ResultSetHandler<String>) beanHandler0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.dbutils.handlers.BeanHandler"", e);
      }
  }"
2,"    public <T> T query(Connection conn, String sql, Object param, ResultSetHandler<T> rsh) throws SQLException {
        return this.<T>query(conn, false, sql, rsh, new Object[]{param});
    }","  public void test2()  throws Throwable  {
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn((PreparedStatement) null).when(connection0).prepareStatement(anyString());
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource0).getConnection();
      QueryRunner queryRunner0 = new QueryRunner(dataSource0, true, (StatementConfiguration) null);
      ScalarHandler<String> scalarHandler0 = new ScalarHandler<String>((-1468));
      Object[] objectArray0 = new Object[0];
      // Undeclared exception!
      try { 
        queryRunner0.query("""", (ResultSetHandler<String>) scalarHandler0, objectArray0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.dbutils.QueryRunner"", e);
      }
  }"
3,"    public <T> T insertBatch(String sql, ResultSetHandler<T> rsh, Object[][] params) throws SQLException {
        return insertBatch(this.prepareConnection(), true, sql, rsh, params);
    }","  public void test3()  throws Throwable  {
      ParameterMetaData parameterMetaData0 = mock(ParameterMetaData.class, new ViolatedAssumptionAnswer());
      doReturn(0).when(parameterMetaData0).getParameterCount();
      PreparedStatement preparedStatement0 = mock(PreparedStatement.class, new ViolatedAssumptionAnswer());
      doReturn(parameterMetaData0).when(preparedStatement0).getParameterMetaData();
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn(preparedStatement0).when(connection0).prepareStatement(anyString() , anyInt());
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource0).getConnection();
      QueryRunner queryRunner0 = new QueryRunner(dataSource0, false);
      Class<Integer> class0 = Integer.class;
      BeanHandler<Object> beanHandler0 = new BeanHandler<Object>(class0);
      Object[][] objectArray0 = new Object[1][3];
      try { 
        queryRunner0.insertBatch(""mPet&P>lVteo(b&NQ"", (ResultSetHandler<Object>) beanHandler0, objectArray0);
        fail(""Expecting exception: SQLException"");
      } catch(SQLException e) {
         //
         // Wrong number of parameters: expected 0, was given 3 Query: mPet&P>lVteo(b&NQ Parameters: [[null, null, null]]
         //
         verifyException(""org.apache.commons.dbutils.AbstractQueryRunner"", e);
      }
  }"
4,"    public <T> T insert(String sql, ResultSetHandler<T> rsh) throws SQLException {
        return insert(this.prepareConnection(), true, sql, rsh, (Object[]) null);
    }","  public void test4()  throws Throwable  {
      ParameterMetaData parameterMetaData0 = mock(ParameterMetaData.class, new ViolatedAssumptionAnswer());
      doReturn(0).when(parameterMetaData0).getParameterCount();
      PreparedStatement preparedStatement0 = mock(PreparedStatement.class, new ViolatedAssumptionAnswer());
      doReturn(parameterMetaData0).when(preparedStatement0).getParameterMetaData();
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn(preparedStatement0).when(connection0).prepareStatement(anyString() , anyInt());
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource0).getConnection();
      QueryRunner queryRunner0 = new QueryRunner(dataSource0);
      ScalarHandler<Object> scalarHandler0 = new ScalarHandler<Object>();
      Object[] objectArray0 = new Object[9];
      try { 
        queryRunner0.insert(""`\""6G{ZgI["", (ResultSetHandler<Object>) scalarHandler0, objectArray0);
        fail(""Expecting exception: SQLException"");
      } catch(SQLException e) {
         //
         // Wrong number of parameters: expected 0, was given 9 Query: `\""6G{ZgI[ Parameters: [null, null, null, null, null, null, null, null, null]
         //
         verifyException(""org.apache.commons.dbutils.AbstractQueryRunner"", e);
      }
  }"
5,"    public int execute(Connection conn, String sql, Object... params) throws SQLException {
        return this.execute(conn, false, sql, params);
    }","  public void test5()  throws Throwable  {
      QueryRunner queryRunner0 = new QueryRunner();
      ParameterMetaData parameterMetaData0 = mock(ParameterMetaData.class, new ViolatedAssumptionAnswer());
      doReturn(0).when(parameterMetaData0).getParameterCount();
      CallableStatement callableStatement0 = mock(CallableStatement.class, new ViolatedAssumptionAnswer());
      doReturn(parameterMetaData0).when(callableStatement0).getParameterMetaData();
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn(callableStatement0).when(connection0).prepareCall(anyString());
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource0).getConnection();
      Integer integer0 = new Integer(0);
      StatementConfiguration statementConfiguration0 = new StatementConfiguration(integer0, integer0, (Integer) null, integer0, integer0);
      QueryRunner queryRunner1 = new QueryRunner(dataSource0, false, statementConfiguration0);
      Connection connection1 = queryRunner1.prepareConnection();
      Object[] objectArray0 = new Object[8];
      try { 
        queryRunner0.execute(connection1, ""k`c"", objectArray0);
        fail(""Expecting exception: SQLException"");
      } catch(SQLException e) {
         //
         // Wrong number of parameters: expected 0, was given 8 Query: k`c Parameters: [null, null, null, null, null, null, null, null]
         //
         verifyException(""org.apache.commons.dbutils.AbstractQueryRunner"", e);
      }
  }"
6,"    public int execute(Connection conn, String sql, Object... params) throws SQLException {
        return this.execute(conn, false, sql, params);
    }","  public void test6()  throws Throwable  {
      ParameterMetaData parameterMetaData0 = mock(ParameterMetaData.class, new ViolatedAssumptionAnswer());
      doReturn((-4617)).when(parameterMetaData0).getParameterCount();
      CallableStatement callableStatement0 = mock(CallableStatement.class, new ViolatedAssumptionAnswer());
      doReturn(parameterMetaData0).when(callableStatement0).getParameterMetaData();
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn(callableStatement0).when(connection0).prepareCall(anyString());
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource0).getConnection();
      QueryRunner queryRunner0 = new QueryRunner(dataSource0);
      Object[] objectArray0 = new Object[0];
      Connection connection1 = queryRunner0.prepareConnection();
      ScalarHandler<Integer> scalarHandler0 = new ScalarHandler<Integer>(""["");
      try { 
        queryRunner0.execute(connection1, ""["", (ResultSetHandler<Integer>) scalarHandler0, objectArray0);
        fail(""Expecting exception: SQLException"");
      } catch(SQLException e) {
         //
         // Wrong number of parameters: expected -4617, was given 0 Query: [ Parameters: []
         //
         verifyException(""org.apache.commons.dbutils.AbstractQueryRunner"", e);
      }
  }"
7,"    public int update(Connection conn, String sql) throws SQLException {
        return this.update(conn, false, sql, (Object[]) null);
    }","  public void test7()  throws Throwable  {
      QueryRunner queryRunner0 = new QueryRunner();
      CallableStatement callableStatement0 = mock(CallableStatement.class, new ViolatedAssumptionAnswer());
      doReturn(0).when(callableStatement0).executeUpdate();
      doReturn((ParameterMetaData) null).when(callableStatement0).getParameterMetaData();
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn(callableStatement0).when(connection0).prepareStatement(anyString());
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource0).getConnection();
      QueryRunner queryRunner1 = new QueryRunner(dataSource0);
      Object[] objectArray0 = new Object[0];
      Connection connection1 = queryRunner1.prepareConnection();
      int int0 = queryRunner0.update(connection1, """", objectArray0);
}"
8,"    public int update(Connection conn, String sql) throws SQLException {
        return this.update(conn, false, sql, (Object[]) null);
    }","  public void test8()  throws Throwable  {
      ParameterMetaData parameterMetaData0 = mock(ParameterMetaData.class, new ViolatedAssumptionAnswer());
      doReturn(0).when(parameterMetaData0).getParameterCount();
      QueryRunner queryRunner0 = new QueryRunner();
      CallableStatement callableStatement0 = mock(CallableStatement.class, new ViolatedAssumptionAnswer());
      doReturn(3355).when(callableStatement0).executeUpdate();
      doReturn(parameterMetaData0).when(callableStatement0).getParameterMetaData();
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn(callableStatement0).when(connection0).prepareStatement(anyString());
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource0).getConnection();
      QueryRunner queryRunner1 = new QueryRunner(dataSource0);
      Object[] objectArray0 = new Object[0];
      Connection connection1 = queryRunner1.prepareConnection();
      int int0 = queryRunner0.update(connection1, """", objectArray0);
}"
9,"    public int update(Connection conn, String sql) throws SQLException {
        return this.update(conn, false, sql, (Object[]) null);
    }","  public void test9()  throws Throwable  {
      PreparedStatement preparedStatement0 = mock(PreparedStatement.class, new ViolatedAssumptionAnswer());
      doReturn((-481)).when(preparedStatement0).executeUpdate();
      DataSource dataSource0 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      QueryRunner queryRunner0 = new QueryRunner(dataSource0, true);
      Connection connection0 = mock(Connection.class, new ViolatedAssumptionAnswer());
      doReturn(preparedStatement0).when(connection0).prepareStatement(anyString());
      DataSource dataSource1 = mock(DataSource.class, new ViolatedAssumptionAnswer());
      doReturn(connection0).when(dataSource1).getConnection();
      QueryRunner queryRunner1 = new QueryRunner(dataSource1);
      Connection connection1 = queryRunner1.prepareConnection();
      Object[] objectArray0 = new Object[4];
      int int0 = queryRunner0.update(connection1, ""]d:?`[YsbKGGaAz"", objectArray0);
}"
